Li					Ri					IP^-1(Li)				IP^-1(Ri)
01100101011100100110111101001100	01110000011010010010000001101101	01110001011001000010101100101100	11011011111101011100011010010001	
00100000011011010111010101110011	01101111011011000110111101100100	11100101001001110101110011000011	11101010100101100010100111110111	
01101001011100110010000001110010	01101101011000010010000001110100	00000011010101011100000001001101	01011100000001111010010100000011	
00100000001011000111010001100101	01110011011011100110111101100011	10101111010011101011001110010111	10110100111100100010110111010101	
01100101011101000110001101100101	00100000011100100111010101110100	10101101101001101000010001001011	10011000001100011111100000100110	
01110000011010010110010001100001	01100011011010010111001101101001	10011111101100010011111100011101	00110111000010010000001011111101	
00100000011001110110111001101001	01110100011010010110110001100101	10101000110011011000111000100000	10111111110101000100010000001010	
01101100010000010010000000101110	00100000011100110110000101101001	00000100101101101100101000011100	01111110011110010001001111011010	
01101001011011010110100101110011	01110101011100010110100101101100	01011101101011111101011011010111	11101010111110110110111011011101	
01100001001000000010110001100101	01101001011011010110100101101110	00011110000010001101100000111000	01110011101000100010101110100011	
01110101011010010110010100100000	01100010011011110010000001110011	01001011101011000001000100000111	01011000010001011110000100010000	
01100011011001010110000101100011	00100000011010010111010001100001	11011001110101101101100010010110	00010011010001000100001010100000	
01110101011100010110000101100101	01100100001000000010110001100101	11001110000011101011011101111011	10101010110111000100111011110101	
01110100011010010110001001100101	01100001001000000111001101101001	01010001101001000011101101111100	01110101001100010011000010101001	
01101001011011100010000001100010	00100000011011000110100101101000	11010001000011111100101001011010	01101111111110100010110010001110	
01101001011100110110100101101110	01101001011011000110010100100000	10000010001000001011000011111010	11101101011010111010101010001101	
01100100011011100110010101100111	01100001011011010010000001101001	00100101110000000000110001000110	01101010001011101000011010101010	
00100000011010010110111001100111	01101100011011000111010101101110	00110001010101010111101110101111	00001110011111010000101111101010	
01000001001000000011111101100001	01101001011100100110010101110000	00010101001110010010011001111110	00001111001110011111001110111000	
01110000001000000110110101100001	01100101011000110110000101101100	01000001111000100111011110110001	01001011010111001100100111111110	
01110011001000000111010001100001	01101100011010010110110101101001	01001001010011110010011000000000	01110100001010001000110110011110	
01100101011101010111000101101001	01110100011100110110010100100000	00110100110101101100111000100000	10001000111001001111011111100011	
01110000011001010111001000100000	01100001011011000110110001100101	00111011001001001101001101001110	00010100111100010001010110100100	
01110010011000010010000001110100	01110100011010010110100001100011	10111110100010100110100001001100	10101011111100001010110000101011	
01101111011101000110001101100101	01110011011011110110111000100000	10111100011110001000101100000100	01011101001011011111010110100011	
01101101011101010111001001110100	01101100011001010110010000100000	11110001101010100110101000011100	11010010110000111000011111100111	
01110101011101000110001101100101	01100001001000000010110001110011	11010111110010001000101110101101	11000001000000100010111110110010	
00101110011101000110010101101101	00000000000000000000000000001010	01010010001110100010111010001100	11000111010100010001010111110101	
b31			     b00	b31			     b00	b31			     b00	b31			     b00	
