Li					Ri					IP^-1(Li)				IP^-1(Ri)
01110001011001000010101100101100	11011011111101011100011010010001	00110000001001110011101000011001	00100101001111000111010100111000	
11100101001001110101110011000011	11101010100101100010100111110111	01010001000010010101111001011111	10110100100110011010100111110101	
00000011010101011100000001001101	01011100000001111010010100000011	10001100010101000111110010110001	10000111111101110000100110000011	
10101111010011101011001110010111	10110100111100100010110111010101	00100011011110011011010000101000	00101111011010011100101001100000	
10101101101001101000010001001011	10011000001100011111100000100110	11001010001110101101000011110010	10010100100000000101100010100001	
10011111101100010011111100011101	00110111000010010000001011111101	11011101110011111110000000101010	11111011010110001000101101001111	
10101000110011011000111000100000	10111111110101000100010000001010	10111111110101100101000101110100	01000011011000000110111010011000	
00000100101101101100101000011100	01111110011110010001001111011010	11000100100011001010111000001110	10011111101001110010010101100011	
01011101101011111101011011010111	11101010111110110110111011011101	01101101110110111010001101101111	00001011000010000111101010110110	
00011110000010001101100000111000	01110011101000100010101110100011	00111100100011111111101010110010	10000011100101100000011110110011	
01001011101011000001000100000111	01011000010001011110000100010000	01101011011000011011110100011000	00010001110011010000101111010000	
11011001110101101101100010010110	00010011010001000100001010100000	00101000110010010111000001100100	01111000001011001001010101110001	
11001110000011101011011101111011	10101010110111000100111011110101	10101100101001111011100111110011	01110111011001000110111011000101	
01010001101001000011101101111100	01110101001100010011000010101001	10111010011001111101010100011110	11001011111111000011110110011100	
11010001000011111100101001011010	01101111111110100010110010001110	00111000110010100001101100011110	01010101010111010101100111000001	
10000010001000001011000011111010	11101101011010111010101010001101	10111000011111001010001100110100	00000110100101100100100110101110	
00100101110000000000110001000110	01101010001011101000011010101010	11100110010011101101010110011101	10001100000001101000101011100100	
00110001010101010111101110101111	00001110011111010000101111101010	00000101101010010110001000100001	00000110010000101111001111000100	
00010101001110010010011001111110	00001111001110011111001110111000	01110000011101010100010011001110	01100111000011110110111010011010	
01000001111000100111011110110001	01001011010111001100100111111110	01100101000110010100101100011111	01101010010110101001001011010100	
01001001010011110010011000000000	01110100001010001000110110011110	00110010110000100000001111010000	00100111001101011010010010010111	
00110100110101101100111000100000	10001000111001001111011111100011	00101100001110100101011101101001	00000000010110111110100010111110	
00111011001001001101001101001110	00010100111100010001010110100100	01000100101100111011110000000000	11101001100010001001101110000110	
10111110100010100110100001001100	10101011111100001010110000101011	01001001010001011111001100111010	01100000100110000111110111000111	
10111100011110001000101100000100	01011101001011011111010110100011	11010001111111100000101100101001	11011000100111111100001000001011	
11110001101010100110101000011100	11010010110000111000011111100111	11010001000011011111100101110000	00110001010010001001000110000011	
11010111110010001000101110101101	11000001000000100010111110110010	10000100110111100000100101111001	10110011111000111010101110010100	
01010010001110100010111010001100	11000111010100010001010111110101	11111001101111001110111011000000	11000001000000100010111110111000	
00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	00000000000000000000000000000000	
b31			     b00	b31			     b00	b31			     b00	b31			     b00	
